EMS ID,LOCATION NAME,LONGITUDE (Decimal Degrees),LATITUTE (Decimal Degrees),LONGITUDE (Deg-Min-Sec),LATITUDE (Deg-Min-Sec),START DATE,STATE DESCRIPTION,DESCRIPTOR CODE,DESCRIPTOR DESCRIPTION,CLASS CODE,CLASS DESCRIPTION,METHOD CODE,METHOD DESCRIPTION,SAMPLING AGENCY,ANALYZING AGENCY,MINISTRY CONTACT,SAMPLER,UPPER DEPTH,LOWER DEPTH,FLOW,FLOW_UNIT,Parm Code/Units,PARAMETER NAME,RESULT LETTER,Results,CONFIDENCE INTERVAL,MAXIMUM,MINIMUM,UNCERTAINTY,LIFE STAGE,SPECIES CODE,SPECIES NAME
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:20,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", Tl-T (mg/L),"Tl-T","",.0000022,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:20,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", Total NO2+NO3 (mg/L),"Total NO2+NO3","",.157,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:20,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", Turbidity (NTU),"Turbidity","",2.28,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:20,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", U--D (mg/L),"U--D","",.0000306,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:20,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", U--T (mg/L),"U--T","",.0000377,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:20,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", V--D (mg/L),"V--D","",.000223,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:20,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", V--T (mg/L),"V--T","",.000425,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:20,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", Zn-D (mg/L),"Zn-D","",.0018,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:20,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", Zn-T (mg/L),"Zn-T","",.00233,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:20,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", pH (pH units),"pH","",6.93,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:20,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", pH-Field (pH units),"pH-Field","",6.4,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", 1-Methylnaphthalene (mg/L),"1-Methylnaphthalene","<",.00001,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", 13BDE100 (%),"13BDE100","",50,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", 13BDE126 (%),"13BDE126","",58,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", 13BDE138 (%),"13BDE138","",77,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", 13BDE153 (%),"13BDE153","",64,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", 13BDE154 (%),"13BDE154","",63,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", 13BDE183 (%),"13BDE183","",59,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", 13BDE197 (%),"13BDE197","",75,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", 13BDE207 (%),"13BDE207","",70,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", 13BDE209 (%),"13BDE209","",76,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", 13C6HBB (%),"13C6HBB","",60,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", 13CBDE15 (%),"13CBDE15","",29,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", 13CBDE28 (%),"13CBDE28","",49,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", 13CBDE47 (%),"13CBDE47","",59,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", 13CBDE77 (%),"13CBDE77","",71,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", 13CBDE99 (%),"13CBDE99","",58,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", 2-Methylnaphthalene (mg/L),"2-Methylnaphthalene","<",.00001,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", 6PPD-Quinone (mg/L),"6PPD-Quinone","<",.000001,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", Acenaphthene (mg/L),"Acenaphthene","<",.00001,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", Acenaphthylene (mg/L),"Acenaphthylene","<",.00001,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", Acridine (mg/L),"Acridine","<",.00001,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", Ag-D (mg/L),"Ag-D","",.0000172,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", Ag-T (mg/L),"Ag-T","<",.000005,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", Al-D (mg/L),"Al-D","",.0743,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", Al-T (mg/L),"Al-T","",.123,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", Ammonia:T (mg/L),"Ammonia:T","",.0064,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", Anthracene (mg/L),"Anthracene","<",.00001,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", As-D (mg/L),"As-D","",.000122,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", As-T (mg/L),"As-T","",.000148,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", B--D (mg/L),"B--D","<",.005,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", B--T (mg/L),"B--T","<",.005,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", BDE10 (pg/L),"BDE10","<",.34,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", BDE100 (pg/L),"BDE100","",4.81,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", BDE105 (pg/L),"BDE105","<",.32,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", BDE116 (pg/L),"BDE116","<",.41,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", BDE118 (pg/L),"BDE118","<",.3,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", BDE11912 (pg/L),"BDE11912","<",.27,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", BDE12/13 (pg/L),"BDE12/13","<",.19,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", BDE126 (pg/L),"BDE126","<",.16,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", BDE128 (pg/L),"BDE128","<",.96,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", BDE13816 (pg/L),"BDE13816","<",.79,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", BDE140 (pg/L),"BDE140","<",.47,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", BDE15 (pg/L),"BDE15","<",.17,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", BDE153 (pg/L),"BDE153","",1.56,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", BDE154 (pg/L),"BDE154","",1.43,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", BDE155 (pg/L),"BDE155","<",.14,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", BDE156 (pg/L),"BDE156","<",1.1,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", BDE17/25 (pg/L),"BDE17/25","<",.23,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", BDE181 (pg/L),"BDE181","",2,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", BDE183 (pg/L),"BDE183","",.9,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", BDE184 (pg/L),"BDE184","<",.26,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", BDE190 (pg/L),"BDE190","<",.84,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", BDE191 (pg/L),"BDE191","<",.59,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", BDE196 (pg/L),"BDE196","<",.59,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", BDE197 (pg/L),"BDE197","<",.51,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", BDE203 (pg/L),"BDE203","<",.7,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", BDE206 (pg/L),"BDE206","",1.6,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", BDE207 (pg/L),"BDE207","",2.35,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", BDE208 (pg/L),"BDE208","",.97,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", BDE209 (pg/L),"BDE209","",26.4,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", BDE28/33 (pg/L),"BDE28/33","",.57,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", BDE30 (pg/L),"BDE30","<",.24,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", BDE32 (pg/L),"BDE32","<",.17,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", BDE35 (pg/L),"BDE35","<",.15,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", BDE37 (pg/L),"BDE37","<",.15,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", BDE47 (pg/L),"BDE47","",24.7,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", BDE49 (pg/L),"BDE49","",.81,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", BDE51 (pg/L),"BDE51","<",.15,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", BDE66 (pg/L),"BDE66","",.37,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", BDE7 (pg/L),"BDE7","<",.32,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", BDE71 (pg/L),"BDE71","<",.23,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", BDE75 (pg/L),"BDE75","<",.17,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", BDE77 (pg/L),"BDE77","<",.15,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", BDE79 (pg/L),"BDE79","<",.15,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", BDE8/11 (pg/L),"BDE8/11","<",.22,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/24 08:25,"Fresh Water","GE","General","REP","Replicate","GRB","Grab - Discrete Samples","20","ALS","","KG    RG",     .5000,,"","", BDE85 (pg/L),"BDE85","",1,,,,,"","",""
